"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DT00","DX90","EMNT","EMXT","PRCP","TAVG","TMAX","TMIN"
"USS0019L19S","38.55","-119.8","2671.6","2009-03","0","0","9","54","8.80","30.9","40.3","21.6"
"USS0019L19S","38.55","-119.8","2671.6","2009-04","0","0","9","64","2.89","35.5","45.8","25.3"
"USC00040212","38.573","-122.4405","522.7","2009-01",,,,,"0.81",,,
"USC00040212","38.573","-122.4405","522.7","2009-02",,,,,"13.18",,,
"USC00040212","38.573","-122.4405","522.7","2009-03","0","0","28","76","4.35","49.4","59.4","39.4"
"USC00040212","38.573","-122.4405","522.7","2009-04","0","1","31","90","0.85","54.6","67.5","41.7"
"USC00049026","40.7263","-122.7947","567.2","2009-01","0","0","23","62","1.10","41.0","52.1","29.9"
"USC00049026","40.7263","-122.7947","567.2","2009-02","0","0","24","69","5.43","41.5","51.4","31.5"
"USC00049026","40.7263","-122.7947","567.2","2009-03","0","0","22","76","1.87","46.3","59.8","32.7"
"USC00049026","40.7263","-122.7947","567.2","2009-04","0","2","26","94","0.67","51.9","68.5","35.3"
"USC00040693","37.8744","-122.2605","94.5","2009-01",,,,,"0.91",,,
"USC00040693","37.8744","-122.2605","94.5","2009-02","0","0","35","74","9.91","52.4","60.3","44.4"
"USC00040693","37.8744","-122.2605","94.5","2009-03","0","0","36","75","3.61","54.2","63.1","45.2"
"USC00040693","37.8744","-122.2605","94.5","2009-04","0","3","39","94","0.39","57.6","68.7","46.4"
"USR0000CCMO","36.4108","-118.8092","1966.0","2009-01","0","0","20","67",,"46.1","54.6","37.7"
"USR0000CCMO","36.4108","-118.8092","1966.0","2009-02","0","0","16","67",,"39.0","47.4","30.6"
"USR0000CCMO","36.4108","-118.8092","1966.0","2009-03","0","0","18","64",,"40.6","49.6","31.5"
"USR0000CCLE","34.2711","-118.1525","914.4","2009-01","0","0","33","78",,"56.4","63.9","48.9"
"USR0000CCLE","34.2711","-118.1525","914.4","2009-02","0","0","31","73",,"48.0","55.0","41.1"
"USR0000CCLE","34.2711","-118.1525","914.4","2009-03","0","0","32","76",,"51.8","60.6","43.0"
"USR0000CCLE","34.2711","-118.1525","914.4","2009-04","0","0","32","87",,"54.2","63.7","44.7"
"USC00049043","39.333","-120.173","1774.9","2009-01","0","0","1","58","1.82","29.7","45.6","13.9"
"USC00049043","39.333","-120.173","1774.9","2009-03","1","0","-1","62","6.49","32.1","46.7","17.5"
"USC00049043","39.333","-120.173","1774.9","2009-04","0","0","10","78","0.91","40.5","56.0","24.9"
"USC00049285","34.2825","-119.2919","32.0","2009-01",,,,,"0.00",,,
"USC00049285","34.2825","-119.2919","32.0","2009-02",,,,,"4.36",,,
"USC00049285","34.2825","-119.2919","32.0","2009-03",,,,,"0.44",,,
"USC00049285","34.2825","-119.2919","32.0","2009-04",,,,,,,,
"USW00023152","34.20056","-118.3575","225.9","2009-01","0","0","35","87","0.34","59.7","72.0","47.3"
"USW00023152","34.20056","-118.3575","225.9","2009-02","0","0","35","83","5.54","55.2","65.3","45.1"
"USW00023152","34.20056","-118.3575","225.9","2009-03","0","0","40","85","0.44","58.6","69.1","48.0"
"USW00023152","34.20056","-118.3575","225.9","2009-04","0","3","44","99","0.00","61.6","72.5","50.8"
"USW00023155","35.4344","-119.0542","149.0","2009-01","0","0","31","75","0.37","50.2","59.8","40.7"
"USW00023155","35.4344","-119.0542","149.0","2009-02","0","0","38","85","1.71","55.1","66.1","44.1"
"USW00023155","35.4344","-119.0542","149.0","2009-03","0","0","36","87","0.36","59.4","72.4","46.4"
"USW00023155","35.4344","-119.0542","149.0","2009-04","0","4","40","99","0.41","63.4","77.0","49.8"
"USR0000CCLA","34.1369","-117.7069","501.4","2009-01","0","0","33","85",,"58.5","71.0","46.1"
"USR0000CCLA","34.1369","-117.7069","501.4","2009-02","0","0","32","83",,"52.9","64.0","41.7"
"USR0000CCLA","34.1369","-117.7069","501.4","2009-03","0","0","35","85",,"55.9","68.1","43.6"
"USR0000CCLA","34.1369","-117.7069","501.4","2009-04","0","3","35","98",,"58.5","71.8","45.2"
"USW00023157","37.3711","-118.358","1250.3","2009-01","0","0","17","73","0.03","42.5","59.3","25.6"
"USW00023157","37.3711","-118.358","1250.3","2009-02","0","0","12","68","0.54","39.8","55.4","24.2"
"USW00023157","37.3711","-118.358","1250.3","2009-03","0","0","14","78","0.04","46.7","65.3","28.0"
"USW00023157","37.3711","-118.358","1250.3","2009-04","0","0","19","87","0.02","52.7","72.1","33.3"
"USW00023158","33.6186","-114.7142","120.4","2009-01","0","0","32","80","0.02","58.1","71.3","44.9"
"USW00023158","33.6186","-114.7142","120.4","2009-02","0","0","35","86","0.43","58.0","71.3","44.8"
"USW00023158","33.6186","-114.7142","120.4","2009-03","0","3","43","92","0.00","65.3","80.2","50.4"
"USW00023158","33.6186","-114.7142","120.4","2009-04","0","9","41","103","0.00","70.6","85.7","55.5"
"USC00041312","38.5961","-122.6013","121.9","2009-02","0","0","24","74","11.30","48.2","59.2","37.3"
"USC00042402","39.8716","-121.6108","826.0","2009-01","0","0","24","71","4.67","47.8","59.9","35.6"
"USC00042402","39.8716","-121.6108","826.0","2009-02","0","0","23","69","22.79","42.7","51.2","34.2"
"USC00042402","39.8716","-121.6108","826.0","2009-03","0","0","26","75","7.48","47.2","59.7","34.8"
"USC00042402","39.8716","-121.6108","826.0","2009-04","0","1","27","90","0.94","52.7","66.8","38.7"
"USC00045915","37.8792","-121.9303","661.4","2009-01","0","0","30","74","1.51","51.7","59.2","44.3"
"USC00045915","37.8792","-121.9303","661.4","2009-02","0","0","27","69","6.52","45.6","52.0","39.2"
"USC00045915","37.8792","-121.9303","661.4","2009-03","0","0","28","72","2.95","48.5","57.5","39.5"
"USC00045915","37.8792","-121.9303","661.4","2009-04","0","0","31","87","0.96","52.1","62.8","41.5"
"USC00041316","41.3378","-122.82484","940.3","2009-01","0","0","14","58","1.06","36.2","48.7","23.7"
"USC00041316","41.3378","-122.82484","940.3","2009-02","0","0","18","68","2.37","39.0","50.5","27.4"
"USC00041316","41.3378","-122.82484","940.3","2009-03","0","0","17","68","1.82","42.5","56.7","28.3"
"USC00041316","41.3378","-122.82484","940.3","2009-04","0","0","19","86","0.29","48.4","65.4","31.4"
"USR0000CCLV","37.5531","-121.8439","374.9","2009-01","0","0","36","70",,"51.4","58.1","44.7"
"USR0000CCLV","37.5531","-121.8439","374.9","2009-02","0","0","36","64",,"49.7","55.7","43.6"
"USR0000CCLV","37.5531","-121.8439","374.9","2009-03","0","0","35","74",,"51.6","59.6","43.6"
"USR0000CCLV","37.5531","-121.8439","374.9","2009-04","0","2","37","93",,"54.9","64.1","45.9"
"USR0000CCLK","33.8767","-117.3089","524.3","2009-01","0","0","29","83",,"57.7","70.4","45.0"
"USR0000CCLK","33.8767","-117.3089","524.3","2009-02","0","0","30","82",,"52.5","63.4","41.6"
"USR0000CCLK","33.8767","-117.3089","524.3","2009-03","0","0","33","84",,"55.8","69.4","42.3"
"USR0000CCLK","33.8767","-117.3089","524.3","2009-04","0","3","37","99",,"59.3","72.7","45.9"
"USC00049035","35.7636","-117.3908","516.6","2009-01","0","0","25","70","0.11","48.0","61.6","34.4"
"USC00049035","35.7636","-117.3908","516.6","2009-02","0","0","31","75","1.64","49.7","62.1","37.4"
"USC00049035","35.7636","-117.3908","516.6","2009-03","0","0","35","84","0.00","57.8","74.0","41.6"
"USC00049035","35.7636","-117.3908","516.6","2009-04","0","5","38","98","0.00","63.5","79.8","47.2"
"USC00049053","41.95999","-121.47449","1230.8","2009-01","0","0","8","56","0.74","33.3","44.9","21.7"
"USC00049053","41.95999","-121.47449","1230.8","2009-02","0","0","8","63","0.61","36.1","47.7","24.5"
"USC00049053","41.95999","-121.47449","1230.8","2009-03","0","0","12","65","0.99","37.9","51.1","24.7"
"USC00049053","41.95999","-121.47449","1230.8","2009-04","0","0","10","82","0.94","44.4","60.0","28.8"
"USS0020H13S","41.24","-120.79","1886.7","2009-01","2","0","-4","65","2.19","31.4","45.7","17.1"
"USS0020H13S","41.24","-120.79","1886.7","2009-02","0","0","1","58","3.39","31.5","42.0","21.1"
"USS0020H13S","41.24","-120.79","1886.7","2009-03","1","0","-6","58","3.39","32.8","45.0","20.6"
"USS0020H13S","41.24","-120.79","1886.7","2009-04","0","0","14","74","3.60","38.0","50.6","25.4"
"USR0000CTM2","33.7625","-117.4828","342.9","2009-01","0","0","33","88",,"59.5","74.1","44.9"
"USR0000CTM2","33.7625","-117.4828","342.9","2009-02","0","0","32","87",,"54.7","67.9","41.5"
"USR0000CTM2","33.7625","-117.4828","342.9","2009-03","0","0","35","87",,"57.6","73.3","42.0"
"USR0000CTM2","33.7625","-117.4828","342.9","2009-04","0","4","38","103",,"61.8","77.5","46.1"
"USW00093230","38.8983","-119.9947","1924.5","2009-01","1","0","-2","58","2.02","31.5","46.3","16.8"
"USW00093230","38.8983","-119.9947","1924.5","2009-02","1","0","-4","58","1.71","30.7","41.4","20.1"
"USW00093230","38.8983","-119.9947","1924.5","2009-03","0","0","1","61","4.15","33.8","46.5","21.1"
"USW00093230","38.8983","-119.9947","1924.5","2009-04","0","0","18","74","0.43","41.4","54.7","28.0"
"USR0000CAGD","35.1792","-120.3919","319.4","2009-01","0","0","31","87",,"57.6","71.3","43.9"
"USR0000CAGD","35.1792","-120.3919","319.4","2009-02","0","0","31","82",,"51.1","62.8","39.4"
"USR0000CAGD","35.1792","-120.3919","319.4","2009-03","0","0","32","83",,"55.1","68.4","41.8"
"USR0000CAGD","35.1792","-120.3919","319.4","2009-04","0","3","31","98",,"56.8","72.1","41.6"
"USC00044838","41.7019","-121.5011","1453.9","2009-01",,,,,"0.31",,,
"USC00044838","41.7019","-121.5011","1453.9","2009-02","0","0","12","63","3.06","35.1","45.1","25.2"
"USC00044838","41.7019","-121.5011","1453.9","2009-03","0","0","13","63","2.26","36.0","48.4","23.6"
"USC00044838","41.7019","-121.5011","1453.9","2009-04",,,,,"0.60",,,
"USC00042410","33.7377","-115.3925","227.7","2009-01",,,,,"0.02",,,
"USC00042410","33.7377","-115.3925","227.7","2009-02",,,,,"0.17",,,
"USC00042410","33.7377","-115.3925","227.7","2009-03",,,,,"0.00",,,
"USC00042410","33.7377","-115.3925","227.7","2009-04",,,,,"0.00",,,
"USR0000CRIC","34.0608","-114.7322","249.9","2009-01","0","0","30","80",,"56.5","70.7","42.3"
"USR0000CRIC","34.0608","-114.7322","249.9","2009-02","0","0","32","82",,"55.4","69.6","41.2"
"USR0000CRIC","34.0608","-114.7322","249.9","2009-03","0","4","35","92",,"62.7","79.8","45.6"
"USR0000CRIC","34.0608","-114.7322","249.9","2009-04","0","8","42","103",,"69.0","84.9","53.2"
"USC00043747","36.3158","-119.637","72.2","2009-01","0","0","29","68","0.80","46.2","56.3","36.0"
"USC00043747","36.3158","-119.637","72.2","2009-02","0","0","31","73","1.86","50.3","61.0","39.6"
"USC00043747","36.3158","-119.637","72.2","2009-03","0","0","32","81","0.20","55.3","68.2","42.4"
"USC00043747","36.3158","-119.637","72.2","2009-04","0","4","35","98","0.02","61.4","75.8","47.0"
"USR0000CGSP","37.8331","-120.5","310.9","2009-01","0","0","31","71",,"47.8","55.6","40.0"
"USR0000CGSP","37.8331","-120.5","310.9","2009-02","0","0","31","72",,"49.7","57.0","42.5"
"USR0000CGSP","37.8331","-120.5","310.9","2009-03","0","0","35","74",,"51.9","61.4","42.5"
"USR0000CGSP","37.8331","-120.5","310.9","2009-04","0","3","33","93",,"57.7","70.1","45.4"
"USW00093225","38.69556","-121.58972","7.0","2009-01","0","0","23","74","1.09","45.8","57.8","33.8"
"USW00093225","38.69556","-121.58972","7.0","2009-02","0","0","28","68","4.51","49.5","58.5","40.5"
"USW00093225","38.69556","-121.58972","7.0","2009-03","0","0","30","79","2.15","53.3","65.2","41.4"
"USW00093225","38.69556","-121.58972","7.0","2009-04","0","3","32","94","0.67","58.5","73.2","43.9"
"USW00093227","38.2102","-122.2847","4.3","2009-01","0","0","22","80","0.87","46.9","59.8","33.9"
"USW00093227","38.2102","-122.2847","4.3","2009-02","0","0","25","68","6.87","48.5","58.0","39.1"
"USW00093227","38.2102","-122.2847","4.3","2009-03","0","0","27","80","1.98","51.3","63.0","39.6"
"USW00093227","38.2102","-122.2847","4.3","2009-04","0","2","30","91","0.63","53.4","68.4","38.3"
"USW00093228","37.6542","-122.115","13.1","2009-01","0","0","32","77","1.08","51.5","61.4","41.7"
"USW00093228","37.6542","-122.115","13.1","2009-02","0","0","35","69","4.75","52.2","59.4","45.0"
"USW00093228","37.6542","-122.115","13.1","2009-03","0","0","37","73","1.59","54.4","62.3","46.5"
"USW00093228","37.6542","-122.115","13.1","2009-04","0","2","41","95","0.40","57.7","66.6","48.8"
"USC00040232","37.9833","-121.7525","18.3","2009-02","0","0","36","65","4.51","51.0","59.8","42.1"
"USC00040232","37.9833","-121.7525","18.3","2009-03",,,,,"3.94",,,
"USC00040232","37.9833","-121.7525","18.3","2009-04","0","2","40","94",,"59.6","72.6","46.6"
"USW00003104","33.62667","-116.15944","-36.0","2009-01","0","0","27","84","0.00","58.0","75.1","41.0"
"USW00003104","33.62667","-116.15944","-36.0","2009-02","0","0","32","85","0.49","56.7","72.9","40.4"
"USW00003104","33.62667","-116.15944","-36.0","2009-03","0","3","36","92","0.00","64.4","81.8","47.0"
"USW00003104","33.62667","-116.15944","-36.0","2009-04","0","8","41","107","0.01","70.5","86.5","54.4"
"US1CAKG0004","36.376889","-119.652697","78.6","2009-04",,,,,"0.01",,,
"US1CAKG0001","36.2932","-119.7718","68.0","2009-01",,,,,"0.77",,,
"US1CAKG0001","36.2932","-119.7718","68.0","2009-02",,,,,"1.33",,,
"US1CAKG0001","36.2932","-119.7718","68.0","2009-03",,,,,"0.32",,,
"US1CAKG0001","36.2932","-119.7718","68.0","2009-04",,,,,"0.07",,,
"US1CAKG0002","36.2399","-119.7559","64.9","2009-01",,,,,"0.91",,,
"US1CAKG0002","36.2399","-119.7559","64.9","2009-02",,,,,"1.52",,,
"US1CAKG0002","36.2399","-119.7559","64.9","2009-03",,,,,"0.26",,,
"US1CAKG0002","36.2399","-119.7559","64.9","2009-04",,,,,"0.12",,,
"USW00003102","34.05611","-117.60028","289.3","2009-01","0","0","34","87","0.12","60.0","72.1","47.8"
"USW00003102","34.05611","-117.60028","289.3","2009-02","0","0","33","84","4.66","54.5","65.0","43.9"
"USW00003102","34.05611","-117.60028","289.3","2009-03","0","0","38","86","0.36","58.3","69.9","46.7"
"USW00003102","34.05611","-117.60028","289.3","2009-04","0","3","41","100","0.02","62.0","74.6","49.5"
"USC00045933","37.3436","-121.6425","1282.0","2009-01","0","0","25","72","2.61","48.8","54.4","43.3"
"USC00045933","37.3436","-121.6425","1282.0","2009-02","0","0","24","64","7.32","39.9","44.7","35.1"
"USC00045933","37.3436","-121.6425","1282.0","2009-03","0","0","22","62","4.69","42.5","49.2","35.8"
"USC00045933","37.3436","-121.6425","1282.0","2009-04","0","0","24","80","0.67","47.2","55.6","38.7"
"US1CAKG0005","36.334933","-119.674342","74.7","2009-04",,,,,"0.02",,,
"USW00023188","32.7336","-117.1831","4.6","2009-01","0","0","42","81","0.08","59.9","69.4","50.4"
"USW00023188","32.7336","-117.1831","4.6","2009-02","0","0","45","82","2.63","57.9","65.3","50.4"
"USW00023188","32.7336","-117.1831","4.6","2009-03","0","0","49","85","0.18","59.5","65.6","53.4"
"USW00023188","32.7336","-117.1831","4.6","2009-04","0","2","52","98","0.14","62.6","68.4","56.7"
"USW00023187","34.7436","-118.7242","1374.6","2009-01","0","0","26","64","1.15","45.8","52.4","39.1"
"USW00023187","34.7436","-118.7242","1374.6","2009-02","0","0","23","60","2.59","40.5","45.9","35.1"
"USW00023187","34.7436","-118.7242","1374.6","2009-03","0","0","25","69","0.12","44.8","53.3","36.3"
"USW00023187","34.7436","-118.7242","1374.6","2009-04","0","0","27","82","0.02","49.2","58.9","39.5"
"USW00023182","34.62944","-118.08361","769.2","2009-01","0","0","20","73","0.26","47.0","62.3","31.7"
"USW00023182","34.62944","-118.08361","769.2","2009-02","0","0","28","71","2.34","47.0","58.4","35.6"
"USW00023182","34.62944","-118.08361","769.2","2009-03","0","0","26","80","0.15","51.6","66.8","36.4"
"USW00023182","34.62944","-118.08361","769.2","2009-04","0","3","28","94","0.01","57.6","73.3","42.0"
"USC00049073","37.50193","-120.84566","31.4","2009-01","0","0","28","68","1.70","47.7","57.3","38.1"
"USC00049073","37.50193","-120.84566","31.4","2009-02","0","0","33","67","2.54","51.7","59.6","43.8"
"USC00049073","37.50193","-120.84566","31.4","2009-03","0","0","34","79","0.56","55.5","66.1","44.9"
"USC00049073","37.50193","-120.84566","31.4","2009-04","0","3","40","94","0.50","60.4","72.5","48.3"
"USW00003131","32.81583","-117.13944","127.1","2009-01","0","0","38","86","0.15","60.1","72.2","48.0"
"USW00003131","32.81583","-117.13944","127.1","2009-02","0","0","39","86","5.40","57.0","66.9","47.1"
"USW00003131","32.81583","-117.13944","127.1","2009-03","0","0","42","87","0.16","59.0","68.5","49.4"
"USW00003131","32.81583","-117.13944","127.1","2009-04","0","2","46","100","0.16","61.6","70.5","52.6"
"US1CAVT0001","34.17716","-118.8984","210.9","2009-01",,,,,"0.36",,,
"US1CAVT0001","34.17716","-118.8984","210.9","2009-02",,,,,"5.55",,,
"US1CAVT0001","34.17716","-118.8984","210.9","2009-03",,,,,"0.41",,,
"US1CAVT0001","34.17716","-118.8984","210.9","2009-04",,,,,"0.01",,,
"USW00004222","40.6507","-122.6068","432.2","2009-01","0","0","27","80","0.93","49.2","61.2","37.1"
"USW00004222","40.6507","-122.6068","432.2","2009-02","0","0","31","69","18.56","44.3","52.7","35.9"
"USW00004222","40.6507","-122.6068","432.2","2009-03","0","0","28","76","7.43","50.1","61.6","38.7"
"USW00004222","40.6507","-122.6068","432.2","2009-04","0","2","31","92","1.70","56.5","69.0","44.0"
"USC00040010","38.2177","-121.2013","26.5","2009-01",,,,,"1.98",,,
"USC00040010","38.2177","-121.2013","26.5","2009-02",,,,,"4.54",,,
"USC00040010","38.2177","-121.2013","26.5","2009-03",,,,,"2.10",,,
"USC00040010","38.2177","-121.2013","26.5","2009-04",,,,,"1.04",,,
"USC00045941","41.7836","-122.0447","1295.4","2009-01",,,,,"0.40",,,
"USC00045941","41.7836","-122.0447","1295.4","2009-02",,,,,,,,
"USC00045941","41.7836","-122.0447","1295.4","2009-04",,,,,"0.15",,,
"US1CAVT0003","34.2306","-118.804742","329.5","2009-02",,,,,"5.06",,,
"US1CAVT0003","34.2306","-118.804742","329.5","2009-03",,,,,"0.31",,,
"US1CAVT0003","34.2306","-118.804742","329.5","2009-04",,,,,"0.08",,,
"USW00093245","38.3208","-123.0747","19.2","2009-01","0","0","33","74","0.40","50.5","57.6","43.4"
"USW00093245","38.3208","-123.0747","19.2","2009-02","0","0","36","70","6.44","50.3","56.3","44.4"
"USW00093245","38.3208","-123.0747","19.2","2009-03","0","0","33","58","1.91","49.2","54.0","44.4"
"USW00093245","38.3208","-123.0747","19.2","2009-04","0","0","36","70","0.37","49.8","55.5","44.1"
"USC00040014","34.4938","-118.2713","863.5","2009-01",,,,,"0.27",,,
"USC00040014","34.4938","-118.2713","863.5","2009-02",,,,,"4.68",,,
"USC00040014","34.4938","-118.2713","863.5","2009-03",,,,,"0.39",,,
"USC00040014","34.4938","-118.2713","863.5","2009-04",,,,,"0.08",,,
"USC00043761","41.79612","-123.37469","348.1","2009-01",,,,,"2.02",,,
"USC00043761","41.79612","-123.37469","348.1","2009-02",,,,,"3.72",,,
"USC00043761","41.79612","-123.37469","348.1","2009-03",,,,,"5.51",,,
"USC00043761","41.79612","-123.37469","348.1","2009-04",,,,,"0.31",,,
"USR0000CELC","33.6472","-117.4111","926.0","2009-01","0","0","37","77",,"58.4","66.8","50.0"
"USR0000CELC","33.6472","-117.4111","926.0","2009-02","0","0","32","80",,"52.2","61.5","42.9"
"USR0000CELC","33.6472","-117.4111","926.0","2009-03","0","0","35","85",,"56.3","68.4","44.2"
"USR0000CELC","33.6472","-117.4111","926.0","2009-04","0","2","33","96",,"58.4","71.5","45.3"
"USW00023199","32.81667","-115.68333","-12.8","2009-01","0","0","31","82","0.00","58.4","74.0","42.8"
"USW00023199","32.81667","-115.68333","-12.8","2009-02","0","0","33","88","0.09","59.8","75.2","44.3"
"USW00023199","32.81667","-115.68333","-12.8","2009-03","0","5","41","92","0.09","65.3","81.2","49.5"
"USW00023199","32.81667","-115.68333","-12.8","2009-04","0","8","41","103","0.00","69.9","85.9","53.9"
"USW00024286","41.78028","-124.23667","17.1","2009-01","0","0","32","70","2.85","47.3","55.6","38.9"
"USW00024286","41.78028","-124.23667","17.1","2009-02","0","0","31","65","9.06","47.4","53.9","40.8"
"USW00024286","41.78028","-124.23667","17.1","2009-03","0","0","31","62","7.83","46.1","52.1","40.1"
"USW00024286","41.78028","-124.23667","17.1","2009-04","0","0","33","67","1.39","47.9","54.2","41.6"
"USW00024283","40.97806","-124.10861","61.0","2009-01","0","0","27","70","2.07","46.5","56.0","36.9"
"USW00024283","40.97806","-124.10861","61.0","2009-02","0","0","30","70","6.79","46.9","55.1","38.7"
"USW00024283","40.97806","-124.10861","61.0","2009-03","0","0","29","64","6.80","45.8","53.0","38.7"
"USW00024283","40.97806","-124.10861","61.0","2009-04","0","0","29","77","1.39","47.2","55.1","39.3"
"USW00093241","38.3775","-121.9575","33.2","2009-01","0","0","28","78","1.23","50.3","62.2","38.3"
"USW00093241","38.3775","-121.9575","33.2","2009-02","0","0","32","73","6.85","51.9","60.2","43.7"
"USW00093241","38.3775","-121.9575","33.2","2009-03","0","0","35","82","2.09","56.7","67.5","45.9"
"USW00093241","38.3775","-121.9575","33.2","2009-04","0","4","40","97","0.89","61.2","74.4","47.9"
"USW00093242","36.98778","-120.11056","77.1","2009-01","0","0","30","68","1.50","46.7","57.1","36.2"
"USW00093242","36.98778","-120.11056","77.1","2009-02","0","0","31","73","2.52","50.7","60.3","41.1"
"USW00093242","36.98778","-120.11056","77.1","2009-03","0","0","29","79","0.65","53.5","66.3","40.8"
"USW00093242","36.98778","-120.11056","77.1","2009-04","0","4","35","98","0.05","59.6","75.3","44.0"
"USR0000CCHC","39.7119","-121.7789","70.1","2009-01","0","0","26","74",,"47.9","60.3","35.5"
"USR0000CCHC","39.7119","-121.7789","70.1","2009-02","0","0","29","71",,"49.7","58.5","41.0"
"USR0000CCHC","39.7119","-121.7789","70.1","2009-03","0","0","30","80",,"53.2","65.0","41.5"
"USR0000CCHC","39.7119","-121.7789","70.1","2009-04","0","4","34","97",,"59.6","73.4","45.8"
"USW00093243","37.2381","-120.8825","23.8","2009-01",,,,,"0.44",,,
"USW00093243","37.2381","-120.8825","23.8","2009-02","0","0","26","67","1.97","49.3","60.3","38.4"
"USW00093243","37.2381","-120.8825","23.8","2009-03","0","0","27","80","0.39","51.8","66.6","36.9"
"USW00093243","37.2381","-120.8825","23.8","2009-04","0","4","29","96","0.36","56.6","74.5","38.6"
"USR0000CCHB","34.1847","-118.7172","502.9","2009-01","0","0","40","80",,"61.4","67.9","54.8"
"USR0000CCHB","34.1847","-118.7172","502.9","2009-02","0","0","39","77",,"55.1","62.6","47.5"
"USR0000CCHB","34.1847","-118.7172","502.9","2009-03","0","0","41","83",,"57.6","67.1","48.2"
"USR0000CCHB","34.1847","-118.7172","502.9","2009-04","0","3","39","97",,"60.4","71.2","49.7"
"USR0000CPAN","36.1203","-117.0878","2097.0","2009-01","0","0","14","64",,"42.6","52.6","32.7"
"USR0000CPAN","36.1203","-117.0878","2097.0","2009-02","0","0","12","63",,"37.3","48.0","26.6"
"USR0000CPAN","36.1203","-117.0878","2097.0","2009-03","0","0","20","67",,"42.7","54.0","31.5"
"USR0000CPAN","36.1203","-117.0878","2097.0","2009-04","0","0","20","78",,"48.6","61.2","36.1"
"USR0000CACT","34.4458","-118.2","792.5","2009-01","0","0","29","79",,"53.5","63.9","43.1"
"USR0000CACT","34.4458","-118.2","792.5","2009-02","0","0","27","74",,"48.6","59.7","37.4"
"USR0000CACT","34.4458","-118.2","792.5","2009-03","0","0","29","84",,"52.9","68.5","37.3"
"USR0000CACT","34.4458","-118.2","792.5","2009-04","0","3","30","95",,"57.2","74.1","40.2"
"USR0000CTIM","41.6294","-121.2981","1511.8","2009-01","0","0","12","56",,"36.7","44.7","28.6"
"USR0000CTIM","41.6294","-121.2981","1511.8","2009-02","0","0","16","57",,"34.8","41.6","28.1"
"USR0000CTIM","41.6294","-121.2981","1511.8","2009-03","0","0","15","61",,"36.6","45.4","27.8"
"USR0000CTIM","41.6294","-121.2981","1511.8","2009-04","0","0","19","81",,"43.5","54.7","32.3"
"USW00003122","33.8016","-118.3419","27.4","2009-01",,,,,,,,
"USW00003122","33.8016","-118.3419","27.4","2009-02","0","0","40","82","3.14","57.5","66.2","48.8"
"USW00003122","33.8016","-118.3419","27.4","2009-03","0","0","44","82","0.07","58.3","67.4","49.2"
"USW00003122","33.8016","-118.3419","27.4","2009-04","0","2","44","96","0.00","60.9","69.7","52.0"
"USR0000CVND","34.7586","-120.4861","320.0","2009-01","0","0","37","85",,"59.4","68.8","50.0"
"USR0000CVND","34.7586","-120.4861","320.0","2009-02","0","0","35","80",,"53.2","61.0","45.3"
"USR0000CVND","34.7586","-120.4861","320.0","2009-03","0","0","37","79",,"53.8","62.9","44.6"
"USR0000CVND","34.7586","-120.4861","320.0","2009-04","0","3","38","97",,"55.5","65.4","45.7"
"USC00044863","34.83328","-118.86497","1089.7","2009-01",,,,,"0.92",,,
"USC00044863","34.83328","-118.86497","1089.7","2009-02",,,,,"2.60",,,
"USC00044863","34.83328","-118.86497","1089.7","2009-03",,,,,"0.26",,,
"USC00044863","34.83328","-118.86497","1089.7","2009-04",,,,,"0.57",,,
"US1CAMR0005","37.987227","-122.564274","32.6","2009-01",,,,,"0.76",,,
"US1CAMR0005","37.987227","-122.564274","32.6","2009-02",,,,,"14.77",,,
"US1CAMR0005","37.987227","-122.564274","32.6","2009-03",,,,,"4.48",,,
"US1CAMR0005","37.987227","-122.564274","32.6","2009-04",,,,,"0.83",,,
"US1CAMR0004","38.105982","-122.644146","75.0","2009-02",,,,,"11.81",,,
"USR0000CCHU","34.8083","-119.0125","1493.5","2009-01","0","0","14","72",,"42.2","56.4","28.1"
"USR0000CCHU","34.8083","-119.0125","1493.5","2009-02","0","0","5","67",,"36.2","49.5","22.8"
"USR0000CCHU","34.8083","-119.0125","1493.5","2009-03","0","0","10","72",,"40.9","57.6","24.3"
"USR0000CCHU","34.8083","-119.0125","1493.5","2009-04","0","0","21","83",,"45.1","61.6","28.5"
"US1CAMR0009","38.247545","-122.811911","36.3","2009-04",,,,,"0.19",,,
"USC00044628","34.2222","-118.2377","470.9","2009-01",,,,,"0.83",,,
"USC00044628","34.2222","-118.2377","470.9","2009-02",,,,,"6.28",,,
"USC00044628","34.2222","-118.2377","470.9","2009-03",,,,,"0.61",,,
"USC00044628","34.2222","-118.2377","470.9","2009-04",,,,,"0.07",,,
"US1CAMR0008","38.1021","-122.5799","7.0","2009-01",,,,,"0.47",,,
"US1CAMR0008","38.1021","-122.5799","7.0","2009-02",,,,,"11.42",,,
"US1CAMR0008","38.1021","-122.5799","7.0","2009-04",,,,,"0.50",,,
"USR0000CCHI","34.3317","-118.0303","1661.2","2009-01","0","0","26","69",,"50.0","56.8","43.2"
"USR0000CCHI","34.3317","-118.0303","1661.2","2009-02","0","0","21","70",,"42.9","50.2","35.7"
"USR0000CCHI","34.3317","-118.0303","1661.2","2009-03","0","0","26","72",,"48.1","57.3","38.8"
"USC00040029","41.1936","-120.9447","1278.6","2009-01",,,,,"1.17",,,
